occurrence_no,lng,lat,mid_ma
690313,-64.219345,45.397652,198.9
690316,-64.219345,45.397652,198.9
690317,-64.219345,45.397652,198.9
690319,-64.219345,45.397652,198.9
690323,-64.219345,45.397652,198.9
690330,-64.219345,45.397652,198.9
690334,-64.219345,45.397652,198.9
690869,-109.099998,42.066666,51
690969,-83.900002,30.366667,0.06885
691151,-95.050003,29.566668,0.06885
691657,-8.617,39.849998,150.35
691658,-8.617,39.849998,150.35
691673,-109.23333,40.099998,43.3
691774,-3.029449,42.324837,164.8
691778,-1.013611,39.875557,132
691782,-0.71972,40.371807,135
691946,-108.01667,36.349998,64.65
691947,-108,36.333332,64.65
692631,-106.099998,47.799999,68.3
693223,79.51667,19.266666,176.5
693601,30.74,29.664,35.95
693611,30.722221,29.635279,35.55
696061,0.380022,49.113899,158.45
698387,-107.833336,50.5,77.05
698923,79.533333,19.25,196.05
699211,10.333889,32.266109,106.75
699894,27.433332,-30.466667,196.05
700334,8.8835,17.9298,83.25
700335,8.8835,17.9298,83.25
700342,8.916667,15,83.25
700593,-68.724556,-38.453194,89.65
700596,-68.724556,-38.453194,89.65
700613,-106.872795,41.947628,64.65
700614,-106.872795,41.947628,64.65
700620,-106.871071,41.948071,64.65
700626,-106.862129,41.935726,64.65
700630,-106.865173,41.935638,64.65
700638,-106.852417,41.938557,64.65
700639,-106.852417,41.938557,64.65
700646,-106.852417,41.938557,64.65
700647,-106.852417,41.938557,64.65
700656,-107,41.799999,68.3
700657,-107,41.799999,68.3
700665,-106.856804,41.935993,64.65
700674,-106.876312,41.939877,68.3
700696,-106.868233,41.945908,64.65
700698,-106.891151,41.938782,68.3
700703,-106.890236,41.934753,68.3
700715,-106.891731,41.94062,68.3
700716,-106.891731,41.94062,68.3
700734,-106.881096,41.935242,68.3
700735,-106.881096,41.935242,68.3
700781,-106.853416,41.938137,68.3
700782,-106.853416,41.938137,68.3
700796,-106.853416,41.938137,68.3
700804,-106.853416,41.938137,68.3
700813,-106.880623,41.938744,68.3
700814,-106.880623,41.938744,68.3
700821,-106.890732,41.956097,68.3
700837,-106.88224,41.935326,68.3
700853,-106.88501,41.953903,68.3
702675,-106.856804,41.935993,64.65
702687,-106.876312,41.939877,68.3
702698,-106.876312,41.939877,68.3
702699,-106.876312,41.939877,68.3
702713,-106.89241,41.939758,68.3
702716,-106.89241,41.939758,68.3
702758,-106.88224,41.935326,68.3
702774,-106.88224,41.935326,68.3
703466,68.743614,23.684723,39.65
707383,-82.599998,29.700001,18.2
708203,-110.991669,39.068333,96.55
708369,-95.216667,30.75,18.2
708993,-82.216667,29.416668,0.4535
709295,-103.153862,29.462648,62.5
709296,-103.199997,29.200001,62.5
709297,-103.133331,29.433332,62.5
709314,-99.900002,37.200001,7.6
710089,-107.349998,36.016666,62.5
710090,-107.683334,36.266666,63.85
710094,-110.5,41.200001,48.25
710095,-108.033333,44.099998,53.05
710096,-110.5,41.200001,48.25
710097,-110.5,41.200001,48.25
710098,-107.763,36.271099,62.5
710099,-108.583336,44.283333,53.05
711270,15.593056,48.286945,21.735
711288,-103.550003,29.200001,77.05
711599,104.916779,47.733334,69.05
715616,-101.156387,27.811943,74.75
715806,-108.109444,36.142776,77.05
715808,-108.084167,36.343887,77.05
716094,120.407219,23.048889,1.6845
716384,-105.098717,39.500187,102.45
717001,22.5,31.189167,44.515
719670,5.616667,17.933332,96.55
721128,46.583332,-15.9,69.05
724262,69.146667,29.031111,21.2
724267,69.146667,29.031111,21.2
724268,69.146667,29.031111,21.2
724271,69.146667,29.031111,21.2
724280,69.146667,29.031111,18.45
724281,69.146667,29.031111,18.45
724282,69.146667,29.031111,18.45
724301,69.146667,29.031111,18.45
724344,69.146667,29.031111,18.205
732498,-72.239166,10.794722,0.06885
733289,80.916664,22.9,69.05
733804,-108.909721,48.006943,77.05
735721,104.433296,16.26667,145.95
735724,104.433296,16.26667,145.95
735726,102.107323,25.172689,195.05
735728,102.107323,25.172689,195.05
735730,102.107323,25.172689,195.05
735800,102.107323,25.172689,195.05
738105,-108.800003,39.75,48.25
738801,-79.529167,34.064167,77.05
739172,-76.922264,38.999069,117.245
739176,-105.192497,39.681946,103.25
739414,-4.3167,41.083302,77.05
739420,104.084465,16.894241,127.725
739994,-102.277779,37.487499,102.45
740480,69.400002,29.688057,68.3
740961,69.39917,29.700001,68.3
740962,69.400002,29.688057,68.3
740963,69.400002,29.688057,68.3
740964,67.172501,27.7607,69.05
740965,66.6073,27.8027,117.4
742606,28.820278,30.381111,16.435
742607,28.820278,30.381111,16.435
742608,28.820278,30.381111,16.435
755041,-68.058479,-38.941151,84.95
755324,23.552959,46.027943,68.3
755338,-1.979444,40.22361,127.725
762593,-88.103058,30.785557,7.6
764689,-84.861389,30.690832,37.6
769453,-0.419637,54.332123,166.2
775798,-51.373055,-21.944166,74.75
775799,-51.373055,-21.944166,74.75
776104,-48.482738,-21.266476,69.05
776476,9.833333,16.966667,0.00585
776503,9.833333,16.966667,0.00585
776523,9.833333,16.966667,0.00585
776756,-76.708336,38.96389,69.05
778869,46.578609,-15.902778,69.05
778870,46.582222,-15.907778,69.05
778883,46.582222,-15.907778,69.05
778884,46.578609,-15.902778,69.05
778885,46.582222,-15.907778,69.05
779665,-84.199997,30.299999,18.2
779666,-84.199997,30.299999,18.2
780226,-103.933334,45.616669,38.8
781758,-1.036985,41.337395,134.6
781759,-1.036985,41.337395,134.6
781760,-1.036985,41.337395,134.6
781771,-1.036985,41.337395,134.6
781778,-1.124201,38.727421,102.45
781886,-0.694167,40.577221,130.925
781887,-0.694167,40.577221,130.925
781888,-0.694167,40.577221,130.925
782314,-74.300003,40.299999,74.75
783841,103.683334,16.799999,127.725
784240,32.71389,40.093056,44.55
784312,-108.0821,36.400398,64.65
784313,-107.816597,36.285702,64.65
786404,46.5825,-15.908611,69.05
786411,46.59454,-15.899497,69.05
787592,46.582222,-15.907778,69.05
787834,-113.76667,52.349998,59.25
790023,110.593895,31.012508,168.8
794952,-1.973395,40.123573,127.725
794953,-1.973395,40.123573,127.725
794954,-1.973395,40.123573,127.725
794955,-1.973395,40.123573,127.725
796182,-69.563431,-36.997494,89.65
796309,79.835487,23.105568,69.05
800990,-82.316666,28.799999,7.6
803449,72.283333,21.683331,19.5
804324,68.949997,23.549999,19.5
805376,72.375,21.616667,8.4705
805377,72.375,21.616667,8.4705
806358,-44.461399,-2.4781,97.2
806810,47.083084,-16.494129,167.2
806811,47.133331,-16.416668,167.2
807185,-109.900002,40.200001,43.3
809321,2.95,43.349998,74.75
809322,2.95,43.349998,74.75
811372,-0.18889,45.641293,96.55
811422,39.7075,-5.110833,17.319
812435,0.424167,40.493332,127.725
812443,0.424167,40.493332,127.725
812444,0.424167,40.493332,127.725
812455,0.424167,40.493332,127.725
812459,0.424167,40.493332,127.725
816987,-0.666667,40.666668,133.2
816989,-0.666667,40.666668,133.2
816991,-0.883291,40.647625,127.725
816998,-0.879661,40.646095,127.725
816999,-0.879661,40.646095,127.725
819144,46.637352,-15.937056,69.05
819358,-107,47.599998,68.3
819359,-107,47.599998,68.3
819365,-107,47.599998,68.3
819375,-107,47.599998,68.3
819578,-3.983333,30.9,96.55
819583,88.900627,45.147804,160.4
819685,-50.172131,-21.443892,74.75
820651,-103.774597,46.209202,68.3
820652,-103.774597,46.209202,68.3
820663,-103.766899,46.026402,68.3
820664,-103.766899,46.026402,68.3
820666,-104.002403,46.464298,69.05
820673,-103.766899,46.026402,68.3
820674,-103.766899,46.026402,68.3
820684,-103.766899,46.026402,68.3
820789,-103.9617,45.948799,68.3
821654,-0.6,54.483334,179.3
821668,-0.666667,54.5,182.5
823406,-1.95,50.599998,142.6
823408,-1.95,50.599998,142.6
823414,-1.95,50.599998,142.6
823421,-1.95,50.599998,142.6
823427,-1.95,50.599998,142.6
823437,-1.95,50.599998,142.6
823478,-1.95,50.599998,142.6
823485,-1.95,50.599998,142.6
823493,-1.95,50.599998,142.6
823525,-2.25,50.616669,142.6
823534,-2.25,50.616669,142.6
826173,25.450111,-33.441273,142.5
826180,25.525,-33.462502,142.5
826185,-108.397202,38.583099,150.35
828518,71.26667,26.066668,53.65
829405,13.316667,50.200001,31.15
829914,4.45,50.666668,44.55
830905,-72.563721,42.049248,192
830908,-2.021356,39.950359,74.75
830911,-2.021356,39.950359,74.75
830996,104.863098,15.2331,112.75
830999,104.084465,16.894241,127.725
831514,0.514167,50.900276,138.3
831764,47.066666,-16.5,167.2
831765,47.066666,-16.5,167.2
831899,0,49,162.95
831903,-1.233333,51.799999,166.2
832228,1.633333,50.75,145.5
832243,1.633333,50.75,145.5
832244,1.633333,50.75,145.5
832245,1.633333,50.75,145.5
832262,1.616667,50.766666,145.5
832263,1.616667,50.766666,145.5
832264,1.616667,50.766666,145.5
832284,104.175354,16.735912,145.95
832397,-0.862899,40.659817,127.725
832398,-0.862899,40.659817,127.725
832399,-0.862899,40.659817,127.725
832400,-0.862899,40.659817,127.725
832489,-69.396942,-39.59222,110.515
832543,101.719002,16.871,145.95
832611,-102.406113,28.883057,89.65
832661,-101.116669,26.116667,77.05
832848,73,40,108.665
833058,42.883331,49.650002,77.05
833786,9.116667,16.433332,112.75
833787,9.116667,16.433332,112.75
833788,9.116667,16.433332,112.75
833790,-4.233333,31.433332,96.55
833791,-4.233333,31.433332,96.55
833792,-4.5,31.75,96.55
833832,138.733337,-19.033333,13.795
833878,-65.583336,-23.25,51.9
833879,-65.583336,-23.25,51.9
833928,-65.449997,-25.833332,51.9
833931,-68.941391,-32.871666,39
833932,-69.583336,-43.75,25
833947,-68.900002,-37.383331,84.95
833948,111.283333,30.716667,112.75
833949,88.919884,45.191288,164.8
833950,-50.469166,-20.565556,74.75
834084,34.349998,-0.416667,18.205
834085,34.116669,-0.416667,18.205
834086,34.116669,-0.416667,18.205
834593,46.633057,-25.19861,0.00585
835264,46.633057,-25.19861,0.00585
837525,8.383333,40.783333,9.433
838744,-96.707497,32.714722,0.06885
838793,-0.846389,51.801109,142.4
841994,-90.366669,38.266666,0.06885
842512,119.96389,-4.379722,2.1905
842779,120.01667,-4.383611,3.094
842791,120,-4.270833,3.094
842801,120,-4.385556,3.094
842997,46.420555,-15.633889,42.9
843163,120.091393,-4.265833,2.1905
843170,120.036392,-4.368056,3.094
843283,121.116669,-8.65,0.4535
843290,121.094444,-8.690278,0.4535
843634,69.949997,29.416668,42.9
846462,104.382225,17.7075,112.75
846992,102.383331,16.65,135
850532,0.969167,44.498055,153.25
850646,1.316667,44.5,147.9
850952,76.993889,30.959999,48.65
851018,-68.557777,-34.096111,106.75
865411,-67.183334,-45.5,63.85
865412,-67.183334,-45.5,63.85
865413,-67.183334,-45.5,63.85
866646,-0.857218,40.637775,127.725
866658,-0.839,40.616299,127.725
866675,-110.100243,38.909088,138.95
867596,-119.108101,55.0639,77.05
869663,-105.223053,39.7575,99.4
871940,0.4425,50.859444,138.3
871950,0.4425,50.859444,138.3
871951,0.4425,50.859444,138.3
871962,0.4425,51.859444,138.3
871970,-0.35,51.133331,127.725
872488,22.783333,45.616669,68.3
872510,124.894295,43.585079,112.75
874075,-81.503891,31.221111,1.29985
874097,-81.540001,31.191944,1.29985
879372,-9.340017,39.246399,150.35
879458,80.916664,22.9,69.05
879551,-80.26889,33.02639,25.565
880087,27.427999,29.158001,35.95
881492,104.084465,16.894241,127.725
881495,102.550003,16.982779,145.95
881496,103.515831,16.604445,112.75
882015,-111.697464,37.469124,77.05
883359,-109.592781,38.731945,136.35
888641,110.300003,44.583328,115.73
890995,28.501667,-28.527779,196.05
891049,28.5,-30,196.05
891069,27.6,-30.9667,196.05
891070,-111.066704,35.733299,191
892061,-111.502129,50.747658,77.05
892122,-111.502129,50.747658,77.05
894617,-103.33667,28.921389,77.05
894618,-103.33667,28.921389,77.05
897317,30.091667,-16.225,196.05
897771,-102.449997,43.599998,35.55
897776,-102.449997,43.599998,35.55
897780,-102.01667,42.75,18.2
897790,14.791533,8.345053,112.75
897793,-102.816666,43.683334,35.55
897794,-102.76667,43.75,35.55
897795,-102.76667,43.75,35.55
897799,-102.699997,43.783333,35.55
898194,-50.548332,-20.340279,74.75
898203,-108.300003,40.283333,59.25
898231,-51.373055,-21.944166,74.75
898232,-51.183334,-21.583332,74.75
898338,-102.550003,43.783333,35.55
898343,-108.133331,39.166668,56.3
898344,-108.184799,39.273701,56.3
898392,-105.050003,43.433334,68.3
898483,-107.150002,47.316666,68.3
899103,-81.980003,27.753,12.72
899106,111.98333,43.650002,42.9
899119,-111.5,50.75,77.05
899156,-111.599998,50.833332,77.05
899204,-105.633331,47.950001,68.3
899205,-101.480698,45.668301,68.3
899506,32.700001,-8.7,86.3
899517,144.433334,-24.266666,102.45
899706,5.797784,17.708801,99.4
899707,-4.836939,30.505667,96.55
902364,-108.397202,38.583099,150.35
902890,-7.82,32.255001,68.3
903660,173.491943,-42.575279,74.8
907842,-97.210892,32.766628,96.55
907843,-97.065201,32.844303,96.55
907844,-97.065201,32.844303,96.55
907845,-97.065201,32.844303,96.55
920407,-48.569443,-21.220278,74.75
920593,22.926975,45.567692,68.3
922738,-109.470901,38.8293,136.35
924715,-109.273613,38.831944,112.75
924716,-109.273613,38.831944,112.75
924717,-109.273613,38.831944,112.75
924718,-109.273613,38.831944,112.75
925050,-6.114722,56.908333,167.2
926826,9.883,48.145,17.13
927238,-76.82972,38.162498,12.72
929116,-72.548615,11.145833,58.75
929797,-105.192596,39.675598,150.35
930101,14.401667,56.139442,77.05
930102,14.401667,56.139442,77.05
930653,-51.433056,-22.218889,74.8
930655,-68.349998,-39.633331,84.95
945477,-91.976028,31.965492,35.95
946775,-103.518059,29.356943,62.5
950531,95.111946,20.110001,9.433
955773,0.73333,42.26667,68.3
957085,-40.766666,-17.700001,74.75
961038,-47.157223,-1.046389,19.5
961208,-47.313332,-0.601389,13.795
961505,14.548056,41.347778,110.515
961936,-49.919998,-19.344723,74.75
961942,-68,-39,84.95
961945,-50.463612,-20.570557,74.75
963262,-50.030277,-22.3125,74.75
963278,-50.105556,-19.513056,74.75
963294,52.808334,44.111389,35.95
963446,-70.23333,8.633333,13.789
963447,-51.349998,-21.566668,74.75
963487,-48.483334,-21.299999,74.75
963700,-82.933334,29.6,3.35
963762,17.6,47.216702,84.95
963763,17.6,47.216702,84.95
965492,-63.850834,-17.568611,88.75
965499,-103.300003,28.83,77.05
965506,153.016663,-27.466667,53.65
966328,2.963479,43.358273,74.75
966330,-3.516667,41.979168,68.3
966331,-67.632301,-39.117699,84.95
966332,-67.099998,-45.233334,63.8
966333,-67.099998,-45.233334,63.85
966334,30.616667,24.733334,77.05
966339,-112.888885,51.544445,68.3
966681,67.883331,26.166668,57.6
966698,-69.096107,-37.41111,86.4
966699,100.901947,43.664444,77.05
966700,9.383333,16.766666,115.73
966792,22.845142,45.603615,68.3
966797,0.433333,16.666668,58.75
966806,5.4,13.316667,58.75
966808,15.810833,48.643055,18.205
966979,-4.8,30.266666,96.55
966982,-4.8,30.266666,96.55
966983,58.123299,23.567801,74.75
966984,58.123299,23.567801,74.75
966985,-49.94611,-22.34111,74.75
966991,-49.94611,-22.34111,74.75
967000,-49.94611,-22.34111,74.75
967019,-49.944168,-22.339167,74.75
967222,104,44,77.05
967225,103.692329,44.156948,77.05
967856,-48.483334,-21.283333,74.75
967864,-49.238056,-20.975,84.95
968143,-68.616112,-39.097221,96.55
968252,-68.057503,-38.938889,84.95
968253,-68.066109,-38.91111,84.95
968667,-3.516667,41.979168,68.3
968918,-68.05278,-38.940277,84.95
968919,-67.583336,-39.049999,84.95
968920,-68,-39,84.95
968921,-65.949997,-25.383333,68.3
968924,-66.25,-24.35,68.3
968982,46.316666,-15.716667,69.05
968983,-48.498333,-21.165001,74.75
968985,-48.498333,-21.165001,74.75
969265,-38.965832,-6.409167,135
969376,-39,-7,117.245
969888,5.3,43.383301,77.05
969889,5.3,43.383301,77.05
969890,-51.549999,-22.049999,74.75
969891,-48.972778,-21.137777,74.75
969892,-65.813057,-19.518888,69.05
969939,23.521614,46.043896,68.3
970031,5.394444,43.686668,74.75
970048,-49,-22,74.75
970056,23.570463,45.993664,68.3
970264,23.553547,46.028996,68.3
970366,23.255066,47.321762,68.3
970479,22.783331,45.616669,68.3
970555,117.633331,30.666668,61
970556,112.949997,27.083332,57.25
970575,-97.647224,38.838333,97.2
970601,-80.099998,33.433334,56.3
970603,-80.099998,33.433334,56.3
970617,-79.828613,33.671112,63.8
970619,-79.828613,33.671112,63.8
970620,-79.828613,33.671112,63.8
970621,-79.828613,33.671112,63.8
970624,-79.828613,33.671112,63.8
970626,-79.828613,33.671112,63.8
970627,69.702499,40.492802,84.65
971761,-7.65,33.583332,3.094
972207,0.5,16.666668,58.75
974862,13.616667,45.933334,86.7
974864,13.616667,45.933334,86.7
974972,-39.266666,-7.216667,106.75
974973,124.616669,44.400002,77.05
974974,125.705559,44.536388,77.05
975651,0.833333,42.033333,127.2
975660,-39.266666,-7.216667,110.515
975697,128.360275,35.75,115.73
975706,10.383333,32.872223,122.95
975724,10.172222,32.676388,106.75
975725,10.172222,32.676388,106.75
975732,10.211111,32.655556,106.75
975733,10.211111,32.655556,106.75
975734,10.211111,32.655556,106.75
975800,85.849442,46.009998,111.48
975801,85.849442,46.009998,111.48
976216,35.276199,28.1262,74.8
976217,35.276199,28.1262,74.8
976640,-111.379997,50.48,77.05
976708,102.594444,11.558333,125.93
976709,102.594444,11.558333,125.93
978713,108,40,134.9
978715,104.5,29.700001,122.75
980033,-72.548615,11.145833,58.75
980034,-72.550003,11.15,58.75
983530,-98.23333,32.233334,110.515
983532,-111.601021,50.786999,77.05
983552,37.666668,34.333332,74.75
983603,37.799999,34.299999,74.75
983619,37.799999,34.299999,74.75
983655,37.833332,34.299999,74.75
983693,37.833332,34.299999,74.75
983728,37.833332,34.299999,74.75
984117,69.033333,43.016666,157.8
984237,8.410278,34.325001,10.533
984247,8.7,34.200001,10.533
984434,-107.349998,36.016666,62.5
984436,102.733299,14.866667,112.75
984437,9.1275,16.446943,112.75
984438,28.92701,28.430998,96.55
984439,14.7975,55.053612,142.6
984440,14.7975,55.053612,142.6
984441,14.7975,55.053612,142.6
984442,14.7975,55.053612,142.6
984444,14.752449,55.080208,142.6
984445,13.766667,55.583332,142.4
984446,13.766667,55.583332,142.4
984447,13.766667,55.583332,142.4
984472,-1.468,50.654499,126.23
984473,0.066667,50.849998,138.95
984566,14.791533,8.345053,112.75
985417,-44.358891,-3.392778,117.245
985420,-51.366699,-22.116699,74.75
985436,-49.281128,-20.347116,74.75
985467,-68.783333,-38.349998,84.95
985469,-65.599998,-17.983334,63.8
985474,46.583332,-15.9,69.05
985475,46.583332,-15.9,69.05
985476,46.582222,-15.907778,69.05
985477,46.582222,-15.907778,69.05
985478,46.578609,-15.902778,69.05
985479,46.602779,-15.900833,69.05
985480,46.5825,-15.908611,69.05
985481,46.582222,-15.907778,69.05
985483,46.582222,-15.907778,69.05
985484,46.582222,-15.907778,69.05
985485,46.582222,-15.907778,69.05
985486,46.582222,-15.907778,69.05
985487,46.582222,-15.907778,69.05
985488,46.582222,-15.907778,69.05
985489,46.582222,-15.907778,69.05
985510,46.049999,-15.983333,69.05
985511,46.049999,-15.983333,69.05
985512,46.049999,-15.983333,69.05
985514,-69.049721,-37.125557,77.05
985516,100.901947,43.664444,77.05
985517,118.074997,36.183334,138.95
985858,65.800003,40.099998,96.55
986727,-69.599998,-38.900002,89.65
986880,36.033333,32.016666,69.05
986964,-103.946365,46.286884,68.3
987092,-1.96667,50.599998,142.6
991427,-1.440833,52.72139,133.2
991428,-1.440833,52.72139,133.2
996448,-48.511665,-21.221111,74.75
996894,-5.573397,43.549385,150.35
996896,-0.762021,39.418106,148.55
996897,-0.762021,39.418106,148.55
996899,-0.762021,39.418106,148.55
997943,-108.141403,45.438999,101.25
997945,-108.141403,45.438999,101.25
997947,-108.322403,44.978199,101.25
997948,-108.322403,44.978199,101.25
997949,-108.322403,44.978199,101.25
997950,-108.322403,44.978199,101.25
997951,-108.322403,44.978199,101.25
997952,-108.237701,44.6875,101.25
998124,-56.665833,-64.241386,35.55
1002840,-1.885278,40.224445,127.725
1002841,-1.885278,40.224445,127.725
1003135,3.633333,50.466667,125.93
1003136,3.633333,50.466667,125.93
1007079,-87.260834,32.12278,63.8
1007080,-77.274719,38.336109,57.6
1007159,9.066053,52.252357,142.6
1007431,-1.362455,50.609936,126.23
1007432,-0.1484,51.016701,138.3
1007436,-1.505851,50.668381,127.2
1007448,-1.458086,50.650928,127.2
1007449,-1.456461,50.648834,127.2
1007455,-1.457,50.650002,127.2
1007456,-1.457,50.650002,127.2
1007461,-0.1484,51.016701,138.3
1007478,-104.010277,46.331112,68.3
1009924,-47.738335,-19.720278,68.3
1009926,-65.164719,-26.601944,57.25
1009941,-39.700001,-7.125,117.245
1010273,-66.983002,-45.033001,63.8
1010274,-1.947063,50.606091,142.6
1010454,-1.95,50.583332,142.6
1010455,-1.95,50.583332,142.6
1010456,-1.95,50.583332,142.6
1010457,-1.95,50.583332,142.6
1010458,-1.95,50.583332,142.6
1010460,-1.96,50.610001,142.6
1010461,-1.96,50.610001,142.6
1010463,-1.96,50.610001,142.4
1010464,-1.96,50.610001,142.4
1010470,-1.96,50.610001,142.6
1010471,-1.96,50.610001,142.6
1010472,9.066053,52.252357,142.6
1010474,9.066053,52.252357,142.6
1010475,-1.456461,50.648834,127.2
1010480,-39,-7,117.245
1010500,-38.514442,-12.928611,130.925
1010501,-38.485558,-12.901111,130.925
1010532,-69.099998,-15.283333,66.85
1010533,-65.583336,-18.033333,63.8
1010647,-65.366669,-26.066668,57.25
1010662,114.400002,25.15,59.25
1010663,114.400002,25.15,59.25
1010664,114.300003,25.116699,59.25
1010665,114.300003,25.116699,59.25
1010666,114.300003,25.116699,59.25
1010668,114.300003,25.116699,59.25
1010669,114.300003,25.116699,59.25
1010675,-74.67701,39.972858,68.3
1010676,-110.5,41.200001,48.25
1010677,-110.5,41.200001,48.25
1010678,-110.5,41.200001,48.25
1010731,102.166664,42.083332,77.05
1010732,102.166664,42.083332,77.05
1010734,69.702499,40.492802,84.65
1010738,101.275002,43.491669,69.05
1010740,101.331947,43.938889,92.05
1010742,102.800003,44.200001,92.05
1010743,99,43,69.05
1010747,94.150002,46.816666,69.05
1010748,107.518059,43.144169,92.05
1010756,44.9333,52.466702,77.05
1010757,63.302776,42.538891,91.4
1010763,-111.474724,50.750278,77.05
1010764,-110.575104,49.3601,77.05
1010765,-111.480057,50.737049,77.05
1010766,-110.449997,49.066666,77.05
1010767,-110.76667,50.049999,77.05
1010768,-111.572777,50.775276,77.05
1011201,13.7833,9.783333,132.4
1011202,-105.984001,41.7925,96.55
1011218,28.92701,28.430998,96.55
1011219,28.92701,28.430998,96.55
1011227,-40.615833,-7.087778,110.515
1011228,-39.266666,-7.216667,110.515
1011234,114.400002,25.15,59.25
1011301,77.783333,17.333332,69.05
1011304,77.908333,17.191668,69.05
1011424,-107,47.599998,64.65
1012424,-67.216667,-45.066666,63.8
1013014,-4.5,31.75,96.55
1013119,39.066387,49.528332,44.55
1013134,26.771389,29.418612,35.95
1013449,28.984167,28.334999,96.55
1014483,-74.9925,39.952499,77.05
1014509,-75.094719,39.8675,77.85
1015106,87.999168,55.87611,114.95
1020521,-103.900002,45.833332,68.3
1020859,-75.012825,39.823555,63.8
1020869,-74.812386,39.904446,63.8
1021300,-75.085281,39.878334,57.25
1024273,-4.2,31.57,96.55
1024274,-4.2,31.57,96.55
1029854,-99.433334,27.533333,43.3
1034193,-78.699997,39.599998,1.05
1035391,-77.264999,38.417999,57.6
1035396,-76.749725,38.815834,44.95
1038707,-77.269165,38.46389,57.6
1038708,-77.264999,38.417999,57.6
1038709,-77.590836,38.50111,57.25
1038740,-75.774651,39.46455,69.05
1038772,-75.774651,39.46455,74.75
1041804,39.221272,-9.684436,153.25
1044350,-2.021356,39.950359,74.75
1058677,109.32222,44.3125,92.05
1058752,99.976669,43.816387,69.05
1066334,104.758888,29.333889,160.4
1066338,106.551666,29.563057,154.25
1066340,104.771667,29.336111,160.4
1066341,103,36.640278,168.8
1066345,-8.8,39.700001,154.7
1066348,-68.409721,-39.303612,86.4
1066449,11.8722,48.918598,147.9
1066450,11.105,48.904999,147.9
1066452,5.548611,45.77972,154.7
1066453,11.375278,48.909168,147.9
1066454,11.175,48.904999,147.9
1066455,11.826369,49.007839,153.25
1066456,11.826369,49.007839,153.25
1067113,-72.555557,11.141667,58.75
1067114,-72.555557,11.141667,58.75
1067784,-75.224167,3.938889,69.05
1069139,6.110604,43.604431,74.75
1069236,-0.233333,52.566666,162.95
1069238,-0.233333,52.566666,162.95
1069463,-3.855,30.905001,96.55
1069484,-2.665278,40.964169,96.55
1070810,8.531389,47.165279,153.25
1070811,1.606944,50.81139,153.25
1070812,5.386667,49.15889,153.25
1071248,-70.166672,-15.73333,53.5
1072623,-64.716667,-25.5,77.85
1072824,1.6333,50.766701,148.55
1072825,1.6333,50.766701,148.55
1073867,-0.766667,40.950001,127.725
1074737,136.655273,36.166668,119
1077129,-108.549721,36.2925,77.05
1079020,11.044444,48.443611,14.895
1079162,11.044444,48.443611,14.895
1083651,3.413889,49.540279,52.2
1083652,3.413889,49.540279,52.2
1083653,3.413889,49.540279,52.2
1083654,3.413889,49.540279,52.2
1083761,-82.300003,29.1,0.156
1084427,10,52,154.7
1086829,-8.8675,39.817223,14.81
1088232,10,52,142.4
1088268,-0.566268,41.022659,110.515
1090583,-99.51667,26.6,186.75
1090634,-119.400002,44.040001,171.95
1091390,2.95,43.349998,74.75
1091781,-3.588333,51.476665,196.05
1091813,10.229167,48.663612,14.895
1091865,-111.150002,36.983334,182.45
1091889,11.802778,48.626667,14.895
1091890,11.802778,48.626667,14.895
1092039,-111.412224,35.875832,191
1092040,-111.26667,36.066666,191
1092043,-111.26667,36.066666,191
1092044,-111.26667,36.066666,191
1092048,-111.25,35.966667,191
1092246,102.097412,25.173765,195.05
1092247,102.097412,25.173765,195.05
1092248,102.097412,25.173765,195.05
1092271,102.107323,25.172689,195.05
1092273,102.058891,25.14889,195.05
1092274,102.166664,25.166668,195.05
1092276,102.111115,25.16361,195.05
1092277,102.058891,25.14889,195.05
1092828,-107.512222,44.036945,101.25
1092850,-107.879997,44.651112,101.25
1092851,-107.879997,44.651112,101.25
1092852,-107.879997,44.651112,101.25
1092853,-107.879997,44.651112,101.25
1092854,-107.879997,44.651112,101.25
1092868,-107.898888,44.511665,112.75
1092869,-107.898888,44.511665,112.75
1092914,-107.902222,44.513332,112.75
1092915,-107.902222,44.513332,112.75
1092916,-107.902222,44.513332,112.75
1092917,-107.902222,44.513332,112.75
1092918,-107.902222,44.513332,112.75
1092950,-107.892387,44.508911,119
1092980,-107.822037,44.499119,112.75
1092981,-107.822037,44.499119,112.75
1092982,-107.822037,44.499119,112.75
1092983,-107.822037,44.499119,112.75
1092984,-107.822037,44.499119,112.75
1093010,-112.59861,44.537224,102.45
1093011,-112.59861,44.537224,102.45
1093029,-109.048332,44.473331,112.75
1093030,-109.049721,44.476665,112.75
1093041,-109.063332,44.444721,112.75
1093042,-109.063332,44.444721,112.75
1093043,-109.063332,44.444721,112.75
1093044,-109.063332,44.444721,112.75
1093064,-109.058891,44.4375,101.25
1093065,-109.058891,44.4375,101.25
1093080,-108.803886,45.193333,119
1093081,-108.803886,45.193333,119
1093085,-108.805275,45.19278,119
1093103,-108.801941,45.193054,119
1093111,-108.802223,45.192501,119
1093112,-108.802223,45.192501,119
1093322,-103.960602,46.420898,68.3
1093332,-103.50222,46.413055,68.3
1093343,-103.50222,46.413055,68.3
1093358,-103.50222,46.413055,68.3
1093359,-103.50222,46.413055,68.3
1093380,-103.50222,46.413055,68.3
1093397,-103.50222,46.413055,68.3
